description,keywords,title,sentiment
"National Fuel Gas Company (NFG) has announced a 4.2% increase in its quarterly dividend, marking the 53rd consecutive year of dividend hikes. The company's expanding operations and stable cash flows have enabled it to continue rewarding shareholders. Other utility companies like Chesapeake Utilities (CPK), American Water Works (AWK), and The Southern Company (SO) have also recently raised their dividends.","['National Fuel Gas', 'dividend increase', 'utility companies', 'shareholder returns']",National Fuel Gas' (NFG) Board Approves 4.2% Dividend Hike,positive
"Columbia Banking (COLB) is expected to report earnings growth in the upcoming quarter, with analysts forecasting higher revenues. However, the company's Earnings ESP suggests a potential miss compared to the consensus estimate.","['earnings', 'earnings-consensus', 'earnings-estimates-revisions', 'earnings-expectations', 'earnings-preview', 'stock-price-change', 'zacks-consensus-estimate']",Columbia Banking (COLB) Reports Next Week: Wall Street Expects Earnings Growth,neutral
The FDA has granted accelerated approval to the combination therapy of Seagen's Padcev and Merck's Keytruda for the treatment of adult patients with first and second-line metastatic urothelial cancer who are not eligible for cisplatin-containing chemotherapy. The approval is based on positive results from the phase Ib/II EV-103 study.,"['Seagen', 'Astellas Pharma', 'Merck', 'Padcev', 'Keytruda', 'urothelial cancer', 'FDA approval']",Seagen's (SGEN) Padcev & Keytruda Combo Gets FDA Accelerated Nod,positive
"Hasbro reported mixed Q1 2023 results, with earnings missing estimates but revenues beating. The company's Franchise, Partner, and Portfolio Brands saw declines, while the gaming category grew. Hasbro provided a 2023 outlook, expecting low-single-digit revenue decline and margin expansion.","['Hasbro', 'earnings', 'revenue', 'brands', 'gaming', 'outlook']","Hasbro (HAS) Q1 Earnings Miss Estimates, Revenues Surpass",neutral
"The article compares the value of Flowserve (FLS) and Ingersoll Rand (IR), two manufacturing companies. It finds that Flowserve has a better Zacks Rank and Value Score, suggesting it is the better value investment option currently.","['Manufacturing', 'Flowserve', 'Ingersoll Rand', 'Value Investing']",FLS or IR: Which Is the Better Value Stock Right Now?,positive
"The article discusses the positive momentum in Atour Lifestyle Holdings Limited Sponsored ADR (ATAT) stock, citing factors such as price increase, earnings estimate revisions, and Zacks Rank #1 (Strong Buy) as reasons why the trend is likely to continue.","['Atour Lifestyle Holdings Limited', 'momentum', 'price strength', 'Zacks Rank']",Here's Why Momentum in Atour Lifestyle Holdings Limited Sponsored ADR (ATAT) Should Keep going,positive
"STMicroelectronics, a global semiconductor leader, has published its Annual Report for the year ended December 31, 2022. The report is available on the company's website and the SEC website.","['STMicroelectronics', 'semiconductor', 'annual report']", STMicroelectronics Publishes its 2022 Annual Report Form 20-F,positive
"The article recommends investing in Abbott Laboratories and Realty Income for long-term wealth building, citing their diversified business models, consistent dividend growth, and potential for sustainable returns over the next 20 years.","['dividend stocks', 'long-term investing', 'wealth building', 'Abbott Laboratories', 'Realty Income']",Build Your Wealth by Buying and Holding These 2 Dividend Stocks for at Least 20 Years,positive
"Diversifying your penny stock portfolio is crucial for reducing risk and maximizing returns. Investing across different industries, companies, and financial health can help balance stability and growth potential.","['penny stocks', 'diversification', 'portfolio management', 'risk reduction', 'growth potential']",How to Diversify Your Penny Stock Investments ,neutral
"Brandywine Realty Trust (BDN) and EastGroup Properties (EGP) are both REIT and Equity Trust - Other stocks, but BDN appears to be the better value stock based on its Zacks Rank, Style Scores, and various valuation metrics.","['REIT', 'Equity Trust - Other', 'value stocks', 'Zacks Rank', 'Style Scores', 'valuation metrics']",BDN or EGP: Which Is the Better Value Stock Right Now?,positive
"Gartner, a technology research and consulting firm, reported strong Q3 results, with revenue and adjusted earnings beating expectations. The company also repurchased over $200 million in shares and increased its buyback authorization by $500 million.","['Gartner', 'technology research', 'consulting', 'earnings', 'share repurchase']",Why Gartner Stock Popped Today,positive
Terns Pharmaceuticals announced that new preclinical data for its oral GLP-1 agonist TERN-601 in obesity will be presented at the American Diabetes Association's 83rd Annual Scientific Sessions. The company believes TERN-601 has the potential to provide an effective and convenient obesity treatment option.,"['Terns Pharmaceuticals', 'TERN-601', 'obesity', 'GLP-1 agonist', 'preclinical data']",Terns Pharmaceuticals to Highlight New Preclinical Data for TERN-601 Program in Obesity at the American Diabetes Association’s 83rd Annual Scientific Sessions,positive
"ZIM Integrated Shipping Services reported strong Q4 earnings and revenue results, beating analyst estimates. The company's stock has outperformed the market so far this year, but the outlook for the industry remains challenging.","['earnings', 'revenue', 'outlook', 'industry']",ZIM Integrated Shipping Services (ZIM) Q4 Earnings and Revenues Surpass Estimates,positive
"Over the past 3 months, 16 analysts have published their opinion on FMC stock. The analysts have an average price target of $78.44, implying upside from the current price of $54.72. The average price target has decreased by 22.47% from the previous average of $101.17.","['FMC', 'analyst ratings']",What 16 Analyst Ratings Have To Say About FMC,positive
"O-I Glass reported better-than-expected Q3 earnings, but lowered its full-year 2023 guidance due to lower sales volumes. The company's performance was impacted by lower consumer spending and inventory destocking across the value chain.","['earnings', 'earnings-estimates', 'earnings-performance', 'earnings-report', 'earnings-trend', 'revenue', 'zacks-consensus-estimate']",O-I Glass (OI) Up 0.8% Since Last Earnings Report: Can It Continue?,neutral
"Campbell Soup Company reported a decline in Q1 FY24 top and bottom lines, though both metrics beat estimates. The company maintained its FY24 guidance. Meals & Beverages segment saw a sales decline, while Snacks segment sales were flat. The company remains encouraged about the holiday season and the Sovos Brands acquisition.","['Campbell Soup Company', 'Q1 FY24 results', 'FY24 guidance', 'Meals & Beverages', 'Snacks']","Campbell Soup (CPB) Q1 Earnings Top Estimates, Sales Drop Y/Y",neutral
"The article discusses the Zacks Rank, a proprietary stock-rating model that utilizes earnings estimate revisions to help investors build a winning portfolio. It highlights how the Zacks Rank can help individual investors benefit from the power of institutional investors and provides an example of a stock, PulteGroup, that has a Zacks Rank #1 (Strong Buy).","['Zacks Rank', 'earnings estimate revisions', 'investment portfolio', 'institutional investors', 'PulteGroup']",How to Find Strong Buy Construction Stocks Using the Zacks Rank,positive
"MercadoLibre, a Latin American e-commerce and online marketplace company, is a Zacks Rank #1 stock with strong earnings trends that can support a positive move in the stock and help it stay that way through any market condition.","['MercadoLibre', 'e-commerce', 'online marketplace', 'Zacks Rank']",Bull of the Day: MercadoLibre (MELI),positive
"Axos Financial reported revenue of $245.66 million and EPS of $1.41 for Q3 2023, beating analyst estimates. The company's key financial metrics, including net interest margin, efficiency ratio, and non-performing loans, also performed well compared to expectations.","['Axos Financial', 'earnings', 'financial metrics']",Axos Financial (AX) Reports Q1 Earnings: What Key Metrics Have to Say,positive
"JD.com, a leading supply chain-based technology and service provider, announced that it will release its unaudited financial results for the three and six months ended June 30, 2023, on August 16, 2023, before the U.S. market opens.","['JD.com', 'financial results', 'Q2 2023']","JD.com to Report Second Quarter and Interim 2023 Financial Results on August 16, 2023",neutral
"Zacks Premium offers a range of tools and research to help investors make informed decisions, including the Zacks Rank, Zacks Style Scores, and access to Zacks #1 Rank List. The article highlights how these features can be used to identify stocks with the best chances of outperforming the market.","['Zacks Premium', 'Zacks Rank', 'Zacks Style Scores', 'stock research', 'investing tools']",Here's Why Federated Hermes (FHI) is a Strong Momentum Stock,neutral
"Visa (V) stock closed the recent trading day at $228.45, up 0.89% from the previous session. The company is expected to report earnings on April 25, 2023, with analysts projecting year-over-year growth of 10.06% in earnings and 7.72% in revenue.","['Visa', 'earnings', 'revenue', 'stock performance']",Visa (V) Stock Moves 0.89%: What You Should Know,positive
"The article discusses three dividend stocks that could be good investments in 2023: Stanley Black & Decker, Chevron, and Enbridge. It highlights their strong dividend growth track records and the reasons why they may continue to perform well.","['dividend stocks', 'Stanley Black & Decker', 'Chevron', 'Enbridge']",3 Dividend Stocks That Have Added Another Year to Their Annual Dividend Streaks,positive
